,ID,timestamp,checkpoint,mistakes,preparation,office_hours,semester
422,69434,2021-03-28 16:18:00,7,Ummmm there's no feedback and I can't see what I turned in so I do not know what I did wrong here.,I watched the lectures again and have become much more familiar with derivatives and their respective tangent lines.,No,Sp21 - 002
423,50867,2021-03-29 10:08:00,7,"I did everything right, but in the equation I put the wrong number for slope even though I had calculated the slope",I was already prepared. I will make sure to look it over so I don't make a stupid mistake.,No,Sp21 - 002
424,50542,2021-03-29 18:43:00,7,I also missed this one,Review the work for this checkpoint,No,Sp21 - 002
425,58850,2021-04-19 15:43:00,7,I think I just struggled with the instructions on both of the checkpoints,read through the instructions more thoroughly and take my time. I will also refresh the materials.,No,Sp21 - 002
426,60018,2021-04-26 20:08:00,7,I did not know how to do #2 where it asked me to describe a function where the equation of the function and the equation of the tangent line are the same.,"If a graph had the same slope throughout, the tangent line would also have to stay the same. So, to do #2 I would have to make a graph where the slope of the line was constant so the tangent line would be the same as well.",No,Sp21 - 002
427,65544,2021-05-03 12:22:00,7,when finding the equation for the tangent line at x=2 instead of entering the slope at that point which was 4 i entered the equation for the derivative of the function which was 2x,"Given the nature of the mistake, I will be more careful and double check that I am entering the slope for the tangent line rather than the equation for the derivative, this way i can cant minor error and track my work better which i did not do on the first attempt.",No,Sp21 - 002
428,65544,2021-05-05 16:34:00,7,I mistakenly thought that because a function was its own derivative it would be equal to its own tangent line.,I will be meeting with Dr. Ford so that I can better understand what I got wrong.,No,Sp21 - 002
429,65004,2021-03-29 12:15:00,8,My scan did not scan #2 and I did not realize that.,I will re-scan my checkpoint 8,No,Sp21 - 002
430,50542,2021-04-06 18:03:00,8,I havn't gotten it back yet but I know I wrote the wrong derivative for cos(x) its - sin(x) and I just put sin (x),"I've already looked back at my notes, I know what i'm doing",No,Sp21 - 002
431,58850,2021-04-19 15:45:00,8,Did not attempt on time,"I will look over moodle videos and work equations to make sure I understand how to compute derivatives correctly. Also, make sure I know how to compute derivatives with any power, polynomial, sine or cosine, etc.",No,Sp21 - 002
432,77328,2021-04-26 14:55:00,8,I got confused with signs on my attempt,do practices problems like the question I got wrong and double check signs,No,Sp21 - 002
433,98626,2021-04-26 19:45:00,8,I think I just struggled with the instructions on both of the checkpoints,read through the instructions more thoroughly and take my time. I will also refresh the materials.,No,Sp21 - 002
434,80334,2021-04-29 09:37:00,8,I had the sign for sin and cos mixed up.,Ill look into more problems that have to do with cos and sin so I understand how the signs change.,No,Sp21 - 002
435,80334,2021-05-03 15:06:00,9,I misunderstood the use of brackets,I will reread the section for this checkpoint,No,Sp21 - 002
436,77328,2021-05-03 16:28:00,9,I used the product rule when I should have used the chain rule,I will review the chain rule and do some more practice and I still feel like I am not understanding when to use the chain rule I will meet with Dr. Ford,Yes,Sp21 - 002
437,96596,2021-03-28 13:35:00,9,"My mistake was that in using the chain rule, I used addition between both parts of chain rule rather than multiplying them together, so for example instead of -sin(x^2) * 2x, it was -sin(x^2) + 2x","I'm going to relook at chain rule in the book, and make sure I remember confidentially how to take derivatives correctly by watching videos, reading the book, or working through problems.",No,Sp21 - 002
438,50867,2021-04-04 21:15:00,9,In the second question I moved 3 onto the variable when finding the derivative of that problem 3 should not be moved onto the variable.,I will look at moodle videos of how to find derivatives of sin and cosine functions. Also work problems involving finding derivatives with sin and cosine functions.,No,Sp21 - 002
439,50542,2021-04-06 18:04:00,9,I didn't take the derivative of the inside function,Just pay more attention and don't make silly mistakes,No,Sp21 - 002
440,66810,2021-04-11 17:36:00,10,I tried to simplify too much and ended up making a mistake in my simplification.,I'll just remember to keep it simple by knowing that I don't need to completely simplify.,No,Sp21 - 002
441,74608,2021-04-13 11:52:00,10,I think I made a simple mistake that i just needed to go through a little slower.,I will study up on the derivative rules and will go through it more thoroughly,No,Sp21 - 002
442,58850,2021-04-19 15:47:00,10,I did not find the derivative correctly of the numerator. I was supposed to find it with the product rule,I would like to meet with Dr. Ford to better understand the equation and when to apply each rule,Yes,Sp21 - 002
443,74608,2021-04-20 20:17:00,10,I forgot to use the product rule on the top,I will review the equations and other example problems from that section,No,Sp21 - 002
444,77328,2021-04-26 15:04:00,10,"When computing the derivative, I only did a derivative with the quotient rule but I forgot that I needed a chain rule for the numerator's derivative.",I reviewed the chain rule and reworked team activity problems with multiple rules in one formula.,No,Sp21 - 002
445,98626,2021-04-26 19:48:00,10,I didn't use the chain rule first when trying to find the derivative of a function and only used the quotient rule for what was inside the function.,I will prepare by looking over examples in moodle and looking over the videos in moodle on how to use the chain rule of a function.,No,Sp21 - 002
446,60018,2021-04-26 20:10:00,10,"I didn't start with a quotient rule, and used a product rule to early.",I will study through videos on moodle and look over problems in active calculus to help me learn what rule to use and when.,No,Sp21 - 002
447,65544,2021-05-03 13:52:00,10,I made a product rule error,I have met with D. Ford and done some chain rule review and gone over the chapter 10 mistake sheet,No,Sp21 - 002
448,98626,2021-05-06 14:34:00,10,I didn't use the quotient rule for the derivative.,I will look over more examples on active calculus and videos on moodle to make sure I know how to use the quotient rule and also other ways to find the derivative of a function.,No,Sp21 - 002
449,74608,2021-05-07 13:05:00,11,I attempted the checkpoint without thoroughly looking through the derivatives first. I did not use the correct derivative for the log.,I am going to look over the derivatives sheet and also watch videos again and ask my team members for help(if they will answer),No,Sp21 - 002
450,34064,2021-05-07 15:27:00,11,"Instead of taking the inverse of two functions, I treated them as negative exponents.","I reviewed a discussion we had from class a few days ago about how inverse functions are not the same concept as negative exponents. In addition to that, I reviewed the textbook and studied with a friend for better clarification.",No,Sp21 - 002
451,42371,2021-04-09 16:35:00,11,"Rather than trying to redo the proofs, meaning working out the derivative to come up with another equation, I should have saved myself steps by just stating the correct derivative. My derivative answer should have involved the use of x in my answer.","I will prepare by reviewing the derivatives cheat sheet beforehand and working on committing the basic derivatives of inverse functions to memory. Differently from before, I will also review some derivative problems including these basic derivatives to help solidify this material.",No,Sp21 - 002
452,66810,2021-04-11 17:34:00,12,i forgot to include dx/dy,I have already spoken with Dr. Ford about my mistakes,No,Sp21 - 002
453,65004,2021-04-12 15:45:00,12,I forgot to find the equation of the tangent line in part 2,I will go over this section and also read the question thoroughly so I can answer what is being asked,No,Sp21 - 002
454,37786,2021-04-12 21:03:00,12,I accidentally submitted my preview activity 3.1.1 to this assignment instead of the checkpoint.,"I'll make sure to review computing the derivative of an implicitly derived function to find it's slope and tangent line on an implicit curve, either by looking at my notes, the book, or watching the videos.",No,Sp21 - 002
455,42371,2021-04-18 20:04:00,12,I did the problem right except for #2 where we had to find the equation of the tangent line I didnt use the right equation for the point slope form.,I am going to use y-y1=m(x-x1) instead next time.,No,Sp21 - 002
456,58850,2021-04-19 15:49:00,12,When I was differentiating the equation I lost track of the y variable and the 1 so I need to show my work better and put everything down on paper to get to the correct answer and show exactly how I did it.,"For this attempt, I will look over my notes as well as the supplementary videos on moodle to make sure I go through each step of the checkpoint and display my work correctly.",No,Sp21 - 002
457,98626,2021-04-26 19:50:00,12,"Instead of evaluating the derivative at the point (0,1), I just put in the derivative equation which is incorrect.",The next time I will confirm what I have learned through videos online and I will plug in the points x = 0 and y = 1 to the derivative equation to get the correct slope of the tangent line.,No,Sp21 - 002
458,60018,2021-04-26 20:12:00,12,I submitted the wrong pdf to checkpoint 12.,"I am going to rework through the problem I had before hand. Then, I will check online sources and/or the textbook in order to find more practice work, and I will double check that I submitted the right file this time.",No,Sp21 - 002
459,36834,2021-04-26 20:24:00,12,"My misunderstanding of this problem was my lack of skills in trying to solve the derivative of the sin(xy). In particular, when attempting to do so, I left part of the product rule out my solution causing me to have issues when trying to solve for dy/dx.",I will prepare for my revised attempt by working through more practice problems in the book and reviewing my work from the WebWork assignments. This preparation will be different by that when I am working on some problems I will try to space out my work better and use more parentheses. This can help me keep organized of what I am doing thus preventing me from make errors like the first problem.,No,Sp21 - 002
460,77328,2021-04-28 12:47:00,12,"I did not solve for the value of the slope, which i didn't understand i had to do at the time",Read the book and be sure i am completing all steps needed,No,Sp21 - 002
461,37786,2021-04-29 10:11:00,13,"Part 2 isn't an indeterminate form right now. I need to try writing it as (ln(4x^2))/(1/w^2), then I'll get infinity/infinity.",I am going to review my notes and follow the tip given by Professor Ford.,No,Sp21 - 002
462,65544,2021-05-03 14:05:00,13,I didn't implement L'hoptals rule on the problem,study up on how to use the rule and watch the videos dr. ford provided,No,Sp21 - 002
463,58850,2021-05-03 15:45:00,13,I used infinity incorrectly when doing l'hopital's rules,I have already spoken with Dr. Ford about my mistakes,No,Sp21 - 002
464,37786,2021-05-05 12:32:00,13,I did not simplify my equation correctly,i will do l'hopital practice,No,Sp21 - 002
465,77328,2021-05-07 11:37:00,13,"I used the product rule when I was using L'Hopital's rule, which the product rule isn't part of that. Also part two needs to be in Indeterminate form.",I will revise L'Hopital's rule and other derivative rules.,No,Sp21 - 002
466,34064,2021-05-07 15:30:00,13,I needed to show that it was indeterminate before using L'Hopital's rule.,I will review this attempt and other problems done in class,No,Sp21 - 002
467,96596,2021-04-09 11:33:00,13,I just can't seem to wrap my head around it,Office hours with Mr.Ford,Yes,Sp21 - 002
468,52882,2021-04-12 11:36:00,13,"I got part 1 of 2 right, but in part 2 I was supposed to write w^2 * ln(4w) as a quotient rather than the two being multiplied together so that L'Hopital would work","I'm going to look at examples similar to both part 1 and part 2 of the checkpoint, and do general review on L'Hopital's rule.",No,Sp21 - 002
469,69434,2021-04-19 10:49:00,13,I did the problem right but I accidentally didn't scan the second part of the checkpoint.,I will make sure to submit the entire paper and double check what I submit before I submit. The second questions answer is 0.,No,Sp21 - 002
470,30193,2021-04-19 11:13:00,13,"For part 2, I didn't rewrite the equation so that it was in a indeterminate form that could be used for L'Hopitals rule.",I will review the indeterminate forms and rework problems that call for rewriting the equation before using L'Hopitals.,No,Sp21 - 002
471,50867,2021-04-19 11:17:00,13,I used the rule even when it wasn't in intermediate form. You're only supposed to use the rule when it can be put into intermediate form.,"I will look over my last attempt and see how it is not in intermediate form and make sure I know when it is in intermediate form or not. Also, look over moodle and check examples to know how to get the function into intermediate form and use the rule the correct way.",No,Sp21 - 002
472,74608,2021-04-20 20:15:00,13,I used L hospitals rule to find the limit but I forgot to check if it was an indeterminate form before I solved.,Make sure to show that the limits are an indeterminate form before I used L'Hospital's Rule to solve.,No,Sp21 - 002
473,66810,2021-04-22 21:56:00,13,"Calculated the wrong derivative from e^Z got everything else wrong, and understood the concept",Go over the derivative cheat sheet and lhoptials rule,No,Sp21 - 002
474,98626,2021-04-26 19:55:00,13,I did not write 2. as a quotient. This would have helped me put it in indeterminate form so I can use L'Hopital's Rule.,Watch the video's on Khan Academy that talk about L'Hopital's Rule. Do some practice problems with questions similar to Part 2 where I can practice putting the function into indeterminate form.,No,Sp21 - 002
475,60018,2021-04-26 20:16:00,13,For both problem I did not the limits were in indeterminate form and for the second problem i failed to set the limit up in a quotient in order which is necessary in order to use L'hopitals rule,I have reviewed and redone the original check point attempt along with done extra practice problem for the team activity that we did not finish in class,No,Sp21 - 002
476,50542,2021-04-27 19:55:00,13,"When using L'Hopital's Rule, you must make sure the function is written as a quotient so you can prove the function is in an indeterminate form (0/0 or infinity/infinity).",I will redo my initial checkpoint making sure the second equation I use is in a quotient form. I will also do more examples of L'Hopital's Rule where the initial function is not a quotient.,No,Sp21 - 002
477,77328,2021-04-28 12:51:00,13,I didn't put the function into intermediate form first so then it screwed up the whole equation when I tried to use L'Hopital's Rule to evaluate.,I will prepare by looking over equations in active calculus about L'Hopital's Rule and practice using L'Hopital's Rule. Also lookin over videos in moodle again to make sure I understand how to put the equation into intermediate form first.,No,Sp21 - 002
478,65544,2021-05-03 14:08:00,13,I forgot to check if part a was indeterminate and did not write part b as a quotient before proceeding with the calculations.,Reviewed preview activities and group activities for similar problems,No,Sp21 - 002
479,98626,2021-05-06 14:35:00,14,I was unsure of how to identify and state intervals of increasing and decreasing,I will re-read the textbook sections on First and Second Derivative Rules and do extra problems to practice the idea. This practice will prepare me to better understand the problem than before because I didn't practice solving problems like this outside of in class activities.,No,Sp21 - 002
480,16330,2021-05-06 14:44:00,14,i forgot to say where the function was increasing and decreaing,I;m going to pay closer attention to clearly answering all of the questions,No,Sp21 - 002
481,34064,2021-05-07 15:34:00,14,I did not test points between the critical points,I will re watch videos and also I have scheduled an office hour to figure out where I'm going wrong to prevent the same thing happening again,Yes,Sp21 - 002
482,69434,2021-05-08 15:46:00,14,"There had been a typo in the checkpoint when I tried it, so there were two variables in the equation which made it impossible to get right.",I studied some extra to prepare and I also know now that typos can be present.,No,Sp21 - 002
483,52882,2021-04-12 11:37:00,14,I made computational errors which led to mistakes in critical values,I will do a practice problem and review the notes as well as the team activities related to these questions,No,Sp21 - 002
484,69434,2021-04-19 10:51:00,14,I calculated the critical values incorrectly,I will watch the videos on this sections to better understand it,No,Sp21 - 002
485,30193,2021-04-19 11:18:00,14,I again submitted the wrong work. The PDFs all show up as the same name so it's easy to submit the wrong thing.,I will double check what I submit,No,Sp21 - 002
486,50867,2021-04-19 11:18:00,14,I worked through the problem correctly but forgot to write out my answer. Silly mistake.,Slow down when going through problem to make sure I have everything that the question asks for.,No,Sp21 - 002
487,58850,2021-04-19 15:51:00,14,when listing the intervals when the graph was increasing and decreasing I listed my test points instead of the the critical point,I have revisited some webwork problem. But given the mistake being more of a mental error rather than a calculation error/ understanding error another attempt will sure things up,Yes,Sp21 - 002
488,74608,2021-04-20 20:16:00,14,"From the comment on Checkpoint 14, it had to have pertained to question 2 out of the three questions I had. It tells me to clearly state which test I was using, which I did not do. It also says I also needed to specifically state the intervals on which the function was increasing or decreasing, which I also did not do.","For next time I will have to spend more time learning about the first and second derivative test by going back through my notes and the textbook, and I will do a few practice problems if I am still stuck, otherwise I will make sure to read all of the directions.",No,Sp21 - 002
489,50867,2021-04-25 20:50:00,14,I didn't show how I learned the intervals,I just need to show my work,No,Sp21 - 002
490,98626,2021-04-26 19:58:00,14,I was missing a critical point at 0,"I will prepare by making sure I look over my last attempt and know where I missed the critical point at 0. Also, look over examples on moodle and make sure I know how to find all the critical points.",No,Sp21 - 002
491,50867,2021-04-28 11:17:00,14,I'm not sure what I did wrong,I booked an appointment to go over it in office hours,Yes,Sp21 - 002
492,77328,2021-04-28 13:00:00,14,I didn't show the intervals,I learned how to find the intervals mathematically and not just looking at the graph,No,Sp21 - 002
493,37786,2021-04-29 10:14:00,14,"I mistook the critical points for points of inflection, which I used in the second derivative test, which meant that the second and third part also were done incorrectly because I kept using the points of inflection.","I am going to study in the book and with the videos, and if I am still confused, I will look at online resources to help my understanding.",No,Sp21 - 002
494,65544,2021-05-03 14:11:00,14,I did not find the critical points properly by using the first derivative.,"I will check the book and make sure I understand how to find critical points. Also, I will remember that finding critical points and increasing/decreasing intervals is found using r'(t)=0, not the 2nd derivative.",No,Sp21 - 002
495,50867,2021-05-03 14:22:00,14,I did not realize critical points were the only places it can switch from increasing and decreasing.,I reviewed previous activities and class examples while also going over it with a friend in another class.,No,Sp21 - 002
496,37786,2021-05-05 16:11:00,15,I used the first derivative to find the inflection points when I should have used the second derivative instead.,I will use the second derivative for the inflection points.,No,Sp21 - 002
497,16330,2021-05-06 14:45:00,15,"I had errors in my second derivative, I did not demonstrate use of the product rule, and I used Desmos when I did not have to.","I will study the product rule more, and on the next attempt I will make sure to to take the 2nd derivative correctly and I won't use Desmos unecessarily.",No,Sp21 - 002
498,69434,2021-05-08 15:50:00,15,I forgot to use the intervals that were given in the problem.,I will rewatch the videos given and make sure to go into more depth with the intervals. Before I didn't really understand the intervals.,No,Sp21 - 002
499,65004,2021-04-20 11:35:00,15,I misunderstood what the question was asking and I got mixed up with a different idea. I also set the second derivate equal to zero to find critical points instead of the first derivative by mistake. I was just a bit confused about the intervals of concavity.,I will prepare for the revised attempt by watching some YouTube videos and really trying to understand what I am doing and why. I was not as prepared taking it the first time.,Yes,Sp21 - 002
500,66810,2021-04-22 21:54:00,15,Misunderstood where the inflection points were,I will go over the in class problems related to this,No,Sp21 - 002
501,53854,2021-04-25 17:29:00,15,I did not complete the intervals that were needed in the problem.,I will understand how to implement the intervals better next time,Yes,Sp21 - 002
502,50867,2021-04-25 20:52:00,15,i mixed up the derivative of e^x and ln,I will look over how to find inflection points,No,Sp21 - 002
503,15531,2021-04-27 17:11:00,15,"I accidentally misread my calculations and thought that there was no change in direction and that there were no inflection points. The inflection points are (-1,-9) and (2,-48).","I will find the first and second derivative, find the domain, and from there substitute f''(x)=0 in order to solve the equation and find the inflection points.",No,Sp21 - 002
504,77328,2021-04-28 13:06:00,15,When finding second derivative I forgot to use the product rule.,Review more problems that call for second derivatives and do a better job writing out my work so I don't miss things like that.,No,Sp21 - 002
505,74608,2021-05-02 15:46:00,15,I did not use the product rule when I was doing the second derivative so my terms and calculations got off.,I have watched/done practice problems and videos to better understand the steps of finding concavity with the second derivative,No,Sp21 - 002
506,65544,2021-05-03 14:13:00,15,"For this checkpoint, I made the mistake where I ended my points of concavity at the local minimum or maximum. I made the mistake of not having the concavity go far enough, when the graph of the function would have gone on for longer than [-2,3].","I will look for practice problems in the book, and analyze solutions to similar problems from previous webworks/preview activities.",No,Sp21 - 002
507,58850,2021-05-03 15:47:00,15,I factored wrong and factored e^0.,"I need to pay attention to what I am getting when I factor the equation to make sure it is a working equation. I will retry my first attempt and see how I can factor it differently, while also checking moodle for examples and trying different equations to factor out.",No,Sp21 - 002
508,99444,2021-05-04 12:09:00,15,"I didnt make my concave up and down signs visible enough. When I said ""increasing and decreasing"" I meant concave up and concave down.",Use concave up and down instead of increasing and decreasing,No,Sp21 - 002
509,44913,2021-05-06 11:44:00,15,I chose the point x = 6 which is not on the interval given to me.,I will read the question better and pick a more appropriate point,No,Sp21 - 002
510,16330,2021-05-06 14:43:00,15,I misunderstood how to find points of inflection. I got confused with finding increasing/decreasing intervals and concavity.,I will check the book for practice problems and examples. I will make sure I understand how to use the points of inflection to determine concavity.,No,Sp21 - 002
511,34064,2021-05-07 15:44:00,15,I incorrectly calculated what the inflection points were and used them ultimately to get the wrong concavities.,I will go over the videos on how to find these inflection points so that I can perform the rest of the problem correctly.,No,Sp21 - 002
512,74608,2021-05-08 16:49:00,15,I did not do the chain rule when I took the second derivative.,I have reviewed the chain rule and went over problems from activities that were similar to this checkpoint.,No,Sp21 - 002
513,52882,2021-04-20 18:32:00,16,I did not find the third critical point of this function,I will solve the next attempt and make sure to find all of the critical points,No,Sp21 - 002
514,66810,2021-04-22 21:55:00,16,I didn't do the critical points and it messed up the rest of the problem regarding the max and min.,I will rewatch the videos descibing the process and ill check out youtube for some extra help for a better understanding.,No,Sp21 - 002
515,42371,2021-04-23 17:59:00,16,"I misunderstood which values to look at when using the extreme value theorem. I found critical points and plugged them in to f(x), but the numbers resulting from this were outside of the interval of [-5,4]. I am a bit confused how to apply this idea.",I will watch youtube videos and re-read through the textbook to try to gain a better understanding of how to apply this idea.,Yes,Sp21 - 002
516,65004,2021-04-25 17:20:00,16,"I just forgot to include the time interval [-6,2]",look over class work and the preview videos,No,Sp21 - 002
517,50867,2021-04-25 20:53:00,16,I didn't use the correct equation in my calculations,I will watch the videos for this section,Yes,Sp21 - 002
518,60018,2021-04-26 20:02:00,16,Understand how to get the correct maximum and minimums without desmos,I will have done office hours with Mr.Ford,Yes,Sp21 - 002
519,77328,2021-04-28 13:09:00,16,I didn't find the critical points correctly,I will work on finding critical points,No,Sp21 - 002
520,58850,2021-05-03 15:49:00,16,I did most of it right except I dont need to include -7 because its not in the interval. My absolute maximum is miscalculated as well I think.,I will make sure to only include the interval numbers,No,Sp21 - 002
521,74608,2021-05-03 19:54:00,16,"I need to show my work when finding the critical points. I also need to focus on the section of the function that is between the interval [a,b].",I will practice a few example questions related to the EVT and look at the webwork for it too.,No,Sp21 - 002
522,99444,2021-05-04 12:09:00,16,"First off, I made a wrong hypothesis about when one can use the extreme value theorem, in which I stated that it must be on a given interval to work, when it should've been that to use EVT, the function must be continuous. I also needed to find all of the critical values and compare their values with endpoints, which I did not do. I only found the critical value in the interval, and I did not check to see whether or not it was higher/lower than the endpoints.","For this checkpoint, I'm going to rewatch all of the videos that pertain to the checkpoint, and then I will look for similar problems in the book, complete them, and check to see if I learned anything. If I understand the subject, I will retake the checkpoint, but if I am still struggling, I will keep studying until I feel comfortable.",No,Sp21 - 002
523,69434,2021-05-05 10:46:00,16,"For some reason my brain just skipped over part one, must've been to eager to just solve the problem.",Read the full question,No,Sp21 - 002
524,37786,2021-05-05 12:35:00,16,Didn't have a first attempt,I will make sure I understand how to use the Extreme Value theorem and know how to find the absolute min and max. I will look over videos on moodle and try my own problems.,No,Sp21 - 002
525,69434,2021-05-07 23:10:00,16,I didn't show my work on finding the critical points and need to use the first derivative test within the points on the interval.,I will look over in class notes and watch the preview activity videos from this chapter. I will also maybe arrange office hours if I get confused while doing this.,No,Sp21 - 002
526,74608,2021-05-08 16:47:00,16,Didn't check the endpoints of the interval just the critical points within said interval,"Check the endpoints as well, I realized the mistake the instant I turned it in.",No,Sp21 - 002
527,52882,2021-04-26 09:10:00,16,I didn't show how I got the second derivative,I will make sure to show my work on how I got the second derivative.,No,Sp21 - 002
528,30193,2021-04-27 20:10:00,16,I calculated for the minimum only and not the maximum because I thought the max was not inside the interval given.,"I will go over how to find the max and min again by looking at the given videos for the week, and also i'm going to talk with one of my friends who is good at this stuff to help me out.",No,Sp21 - 002
529,50542,2021-04-27 20:22:00,17,I did not understand how to set up the equation,I will be looking at multiple examples online on how to complete questions related to this. I have also reached out to another student in our class who understands the material better to help me out on how to go about the problem.,Yes,Sp21 - 002
530,98626,2021-04-28 16:50:00,17,I mixed up my variables,I'm going to use better variables and keep them throughout the question. I also plan on going to the tutors,No,Sp21 - 002
531,50542,2021-05-03 13:58:00,17,My misunderstanding of this checkpoint was not following verifying that the dimensions I found were actually a minimum. In order to check this I would need a 1st or 2nd derivative test.,In order to prepare for my revised attempt I will work though some additional problems and practice the part of the problem that I got wrong in specific. This is different from what Ive done before as Ive primarily focused on just the problem solving portion disregarding the part where I need to verify.,No,Sp21 - 002
532,36834,2021-05-03 14:48:00,17,misunderstood the question in general,read through carefully next time,No,Sp21 - 002
533,65544,2021-05-05 16:36:00,17,"I had troubles getting through the algebra, which caused me to run out of time before i could do a derivative test for the last part of the problem.",I will practice some problems so i can get a little more understanding of the algebra needed to complete it quicker.,No,Sp21 - 002
534,50542,2021-05-05 18:45:00,17,"In this problem, I showed the function we want minimized, and then I needed to take the derivative at x=0 in order to find a critical point, which I then could use to solve the rest of the problem.","Checkpoint 17 was one of the harder checkpoints for me, so instead of blindly going in trying to complete it, I am going to wait and do a lot of reviewing (probably around two hours), which will consist of looking back through team activities, other problems in the book, online problems, and watch videos/read the book.",No,Sp21 - 002
535,22902,2021-05-05 23:50:00,17,Was now sure how to make the radius relatable. Found out it was same distance to the corners of the rectangle. That will help,Office hours with Professor Ford.,Yes,Sp21 - 002
536,50867,2021-05-03 11:26:00,17,"I didn't verify if it was a min, and didn't do the first and second derivative test","I will look over and find how to do the first and second derivative test on my first attempt. Also, look over videos on moodle and try another example to make sure I know what I am finding.",No,Sp21 - 002
537,65004,2021-05-03 12:12:00,17,I'm not sure on what I did wrong,I will go over examples from and also go over it in office hours,Yes,Sp21 - 002
538,80334,2021-05-03 14:30:00,17,"17: Talked after class, solve for y first then plug into area formula.
 18: Misunderstood the wording, the kite starts on the ground then rises.
 20: Talked about in class Monday, looked at book definition. 
 23: forgot to ad +c, made a note and will remember to add.",See above,No,Sp21 - 002
539,46912,2021-05-03 15:46:00,17,I didn't understand some of the material and forgot to take this,review some work and look through calc book,No,Sp21 - 002
540,58850,2021-05-03 15:50:00,17,I didn't show enough of my work and didn't perform any derivative tests,I will show my work and make sure to do derivative tests.,No,Sp21 - 002
541,66810,2021-05-03 16:44:00,17,I used the chart to find the graph to determine the max. But I should have used the 1st or 2nd derivative test to check for a max.,Re-do this question and see how I can find the max using the 1st derivative test. Apply what I practiced on to the next question.,No,Sp21 - 002
542,42371,2021-05-03 17:27:00,17,What I misunderstood is the maximization of the circle as well,Go over the content of that chapter again,No,Sp21 - 002
543,60018,2021-05-03 23:34:00,18,"I did not specify my variables as well as I should have, nor did I implicitly differentiate properly.",I will ensure that I practice my implicit differentiation and will make sure I specify my variables.,No,Sp21 - 002
544,99444,2021-05-04 12:09:00,18,I dont understand how to find all of the variables especially with moving pieces,i'm going to try some practice problems and talk to the tutors,No,Sp21 - 002
545,16330,2021-05-06 14:40:00,18,I wasn't sure which equations to use/set up to solve this problem. I had an idea of how to start it but got stuck.,I will do the WebWork problems of related rates and look at the extra related rates problems posted.,Yes,Sp21 - 002
546,77328,2021-05-07 11:46:00,18,I did not properly relate the problem,I am going to watch multiple example videos and I will also try my best to do more practice problems. I think it will be in my best interest to stay later during class and ask for more help then but it would also be I my best interest to schedule an office hour,Yes,Sp21 - 002
547,34064,2021-05-07 15:47:00,18,I misunderstood the diagram of the kite and how it starts.,look over my work and see what I messed up,No,Sp21 - 002
548,65544,2021-05-07 23:52:00,18,I forgot to have the second biker start 5 seconds after the first. Silly mistake.,"I will simply read the question more carefully, my understanding of the subject is good I think.",No,Sp21 - 002
549,98626,2021-04-28 14:31:00,18,"I needed to not use trig in my problem. If I used implicit differentiation to turn the Pythagorean's theorem into 2b b' + 2h h' = 2f f', I could have solved the problem using that equation.","This is the other checkpoint I struggled with, so I will do something similar, where I will go and study for a few hours, doing various methods, and attempt it again. If I get the checkpoint wrong again, I would be interested in scheduling an office hour, but until then, I should not need one.",No,Sp21 - 002
550,50867,2021-05-03 11:28:00,18,I didn't use the proper equation and variables to solve problem,I will look over my first attempt and also go over it in office hours,Yes,Sp21 - 002
551,50542,2021-05-03 13:59:00,18,I was unable to get the related rates to have the same constants and relate.,Office hours with Professor Ford helped,No,Sp21 - 002
552,46912,2021-05-03 15:50:00,18,,,,Sp21 - 002
553,58850,2021-05-03 15:52:00,18,I really just didn't know what I was doing with implicit differentiation so I was pretty lost in the problem.,I will look into this problem more by watching the videos again and going back to the spreadsheets to redo some problems and get my understanding to the level it needs to be at.,No,Sp21 - 002
554,66810,2021-05-03 16:46:00,18,I messed up on the derivatives of the last term and multiplied them and didn't add them.,"Just be more careful and double check my work, I also re-watched the lectures on related rates to better my understanding",No,Sp21 - 002
555,37786,2021-05-05 16:14:00,18,"I needed to use implicit differentiation with the pythagorean theorem, and I totally forgot about the pythagorean theorem in my first attempt.",I will rewatch the videos on implicit differentiation and also find videos relating it with the pythagorean theorem on youtube.,No,Sp21 - 002
556,50542,2021-05-05 18:45:00,18,I didn't differentiate Y and I needed to.,Go over related Rates,No,Sp21 - 002
557,74608,2021-05-05 20:37:00,18,"To be honest, I did not fully understand what to do in this checkpoint so I tried to treat it like an optimization problem when it was about related rates. I did not find the implicit derivative.",You went over a problem about related rates in class so I better understand how to work problems such as these. I also reviewed in class activities and the extra problems you posted to the moodle site.,No,Sp21 - 002
558,22902,2021-05-05 23:45:00,19,I did not correctly interpret the area that the checkpoint defined in its problem.,I will study Reimann sums and make sure I understand how areas are defined by functions,No,Sp21 - 002
559,69434,2021-05-07 22:48:00,19,I need to show the work for my reimann sum,I will look at more examples to make sure I show my work properly in the next checkpoint,No,Sp21 - 002
560,65004,2021-05-03 12:13:00,19,I didn't use riemann's sum correctly,I would like to meet with Dr. Ford to discuss what I did wrong. I do not completely understand why it wasn't correct,Yes,Sp21 - 002
561,65004,2021-05-03 16:32:00,19,I did not calculate the first one geometrically I used the riemann sum for both equations.,Review when it is appropriate to solve geometrically and how to do so.,No,Sp21 - 002
562,66810,2021-05-03 17:09:00,19,I did not use riemann's sum correctly,review when FTC is supposed to used and when Riemann's sum is used,Yes,Sp21 - 002
